Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
「五感と想像力で歩く建築ツアー」,607,"東京都庭園美術館 - 本館（旧朝香宮邸）",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・その他画像
「ここクリエイション」東山佳永「透明になるためのプラクティス」,608,"東京都庭園美術館 - 庭園|東京都庭園美術館 - 本館（旧朝香宮邸）|東京都庭園美術館 - 本館・新館",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・その他画像|あり・動画
"PROGRAM_B｜Installation / dance / Live",610,"東京都庭園美術館 - 庭園 芝庭|東京都庭園美術館 - 新館|東京都庭園美術館 - 本館（旧朝香宮邸）",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,あり・その他画像
"PROGRAM_C｜Live / streaming",611,"東京都庭園美術館 - 新館 ギャラリー2",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,あり・その他画像
"PROGRAM_D｜Installation / Screening / Live",613,"東京都庭園美術館 - 新館 ギャラリー2",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,あり・その他画像
"リニューアル・オープン／総合開館20周年記念事業 杉本博司 ロスト・ヒューマン　ギャラリートーク",621,"東京都写真美術館 - 3F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,なし
"総合開館20周年記念事業 ＴＯＰコレクション 東京・ＴＯＫＹＯ",627,"東京都写真美術館 - 3F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
"列聖記念 マザー・テレサ映画祭",630,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
庭園公開,634,"東京都庭園美術館 - 庭園",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語|その他,有り,バリアフリー対応施設,なし,あり・その他画像
ウェルカムルームの運営,636,"東京都庭園美術館 - 本館 ウェルカムルーム",2016,2016,,無し,,有り,バリアフリー対応施設|触察展示等、五感を活用した展示,なし,なし
江東区民まつり・クルーズ「MOTおもしろプログラム」,641,都立木場公園,2016,2016,,無し,,無し,,なし,あり・その他画像
ミュージアム・スクール（学校団体による作品鑑賞）,646,東京都現代美術館,2016,2016,,無し,,無し,,なし,なし
東京都図画工作研究会　西多摩大会,647,福生市立福生第一小学校,2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
フォトドキュメンタリー　ワークショップ2016,648,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"モノクロ銀塩プリント ワークショップ（A/Bコース）",649,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"モノクロ銀塩プリント ワークショップ（C/Dコース）",650,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
TOPコレクション展関連　対話による鑑賞プログラム（Aコース）,651,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
TOPコレクション展関連　対話による鑑賞プログラム（Bコース）,652,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"モノクロ銀塩プリント ワークショップ（A/Bコース）",653,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"高校生限定 暗室でモノクロ写真プリント ワークショップ（Aコース）  ",654,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
淺井裕介,656,品川区立小山小学校|墨田区立緑小学校|港区立笄小学校|大田区立開桜小学校|東京都立八王子盲学校|杉並区立大宮小学校,2016,2016,,無し,,無し,,なし,なし
"高校生限定 暗室でモノクロ写真プリント ワークショップ（Bコース）",657,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"モノクロ銀塩プリント ワークショップ（C/Dコース）",658,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
森千裕,668,港区立青山小学校,2016,2016,,無し,,無し,,なし,なし
関根直子,669,港区立青山小学校,2016,2016,,無し,,無し,,なし,なし
"リニューアル・オープン／総合開館20周年記念事業 杉本博司ロスト・ヒューマン 映画『羅生門』上映",670,"恵比寿ガーデンプレイス - YEBISU GARDEN CINEMA",2016,2016,,有り,英語|中国語繁体字|韓国語,無し,バリアフリー対応施設,,なし
"リニューアル・オープン／総合開館20周年記念事業 杉本博司ロスト・ヒューマン 映画『杉本博司 作 朗読能「巣鴨塚」』上映",671,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語繁体字|韓国語,無し,バリアフリー対応施設,なし,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（元田敬三×石川竜一）",672,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"写真新世紀東京展2016 映像レクチャー テーマ：「映像表現の可能性、さわ ひらきの仕事」",674,"東京都写真美術館 - 1F スタジオ",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"写真新世紀東京展2016 写真レクチャー テーマ：「ヨーロッパ写真の現在、フォトグラファーズギャラリーのビジョン」",675,"東京都写真美術館 - 1F スタジオ",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"写真新世紀東京展2016 ポートフォリオレビュー",676,"東京都写真美術館 - 1F スタジオ",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
写真新世紀東京展2016　グランプリ選出公開審査会、表彰式,677,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"夜明けまえ 知られざる日本写真開拓史 総集編 初期写真 国際シンポジウム「幕末」",678,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,なし,なし
"山崎博　計画と偶然 対談「山崎博をめぐって」",679,"東京都写真美術館 - 1F スタジオ",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,なし,なし
"総合開館20周年記念事業／収蔵映像展 アピチャッポン・ウィーラセタクン 亡霊たち 映画『アピチャッポン本人が選ぶ短編集』上映",680,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,なし,なし
総合開館20周年記念事業　東京・TOKYO　日本の新進作家vol.13,688,"東京都写真美術館 - 2F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
内海聖史,689,東京都立久留米特別支援学校|調布市立第一小学校|桐朋学園小学校|東星学園小学校|八王子市立第五小学校,2016,2016,,無し,,無し,,なし,なし
"総合開館20周年記念事業　アピチャッポン・ウィーラセタクン 亡霊たち",691,"東京都写真美術館 - B1F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
石田尚志,693,奥多摩町立古里小学校|調布市立八雲台小学校,2016,2016,,無し,,無し,,なし,なし
"総合開館20周年記念事業 夜明けまえ 知られざる日本写真開拓史　総集編",695,"東京都写真美術館 - 3F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
泉太郎,696,明法中学・高等学校|八王子市立上川口小学校|府中市立府中第十小学校|小平市立小平第十二小学校,2016,2016,,無し,,無し,,なし,なし
山川冬樹,697,町田市立鶴川第三小学校|稲城市立平尾小学校|町田市立成瀬中央小学校|東村山市立萩山小学校|町田市立本町田東小学校|東京都立八王子特別支援学校,2016,2016,,無し,,無し,,なし,なし
大人のための教育プログラム（ガイドスタッフによるギャラリートーク）,698,東京都現代美術館,2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（小島康敬×小林美香）",699,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（田代一倫×倉石信乃）",700,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（中藤毅彦×田原桂一）",701,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（佐藤信太郎×大西みつぐ）",702,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（野村恵子×石川直樹）",703,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
台東区立金竜小学校（2016年11月9日）,704,台東区立金竜小学校,2016,2016,,無し,,無し,,なし,なし
台東区立田原小学校（2016年11月17日）,705,台東区立田原小学校,2016,2016,,無し,,無し,,なし,なし
世田谷区立八幡小学校（2016年11月30日）,706,世田谷区立八幡小学校,2016,2016,,無し,,無し,,なし,なし
台東区立松葉小学校（2016年12月5日）,707,台東区立松葉小学校,2016,2016,,無し,,無し,,なし,なし
台東区立東泉小学校（2016年12月9日）,708,台東区立東泉小学校,2016,2016,,無し,,無し,,なし,なし
清瀬市立芝山小学校（2016年12月15日）,709,清瀬市立芝山小学校,2016,2016,,無し,,無し,,なし,なし
台東区立育英幼稚園（2016年12月19日）,710,台東区立育英幼稚園,2016,2016,,無し,,無し,,なし,なし
台東区立田原幼稚園（2016年12月20日）,711,台東区立田原幼稚園,2016,2016,,無し,,無し,,なし,なし
江東区立大島幼稚園（2017年1月11日）,712,江東区立大島幼稚園,2016,2016,,無し,,無し,,なし,なし
港区立芝小学校（2017年2月6日）,713,港区立芝小学校,2016,2016,,無し,,無し,,なし,なし
台東区立東上野保育園（2017年2月7日）,714,台東区立東上野保育園,2016,2016,,無し,,無し,,なし,なし
滝野川女子学園中学高等学校（2016年10月15日～11月3日）,716,滝野川女子学園中学高等学校,2016,2016,,無し,,無し,,なし,なし
練馬区立豊玉小学校（2016年11月28日～2017年3月12日）,717,練馬区立豊玉小学校,2016,2016,,無し,,無し,,なし,なし
コンサートオペラシリーズ　モーツァルト／歌劇『コジ･ファン･トゥッテ』,719,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,あり・チラシ画像
シアターオペラシリーズ　プッチーニ／歌劇『蝶々夫人』,723,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
東北六魂祭パレード,725,新虎通り,2016,2016,,有り,英語,無し,,なし,なし
仙台七夕飾りの展示装飾／総合インフォメーション／東北６市（県）の観光情報カウンター,726,"虎ノ門ヒルズ - 2F アトリウム",2016,2016,,有り,英語,無し,,なし,なし
ステージイベント,727,"虎ノ門ヒルズ - 2F オーバル広場",2016,2016,,有り,英語,無し,,なし,なし
伝統工芸ワークショップ,728,"虎ノ門ヒルズフォーラム - 4F ホールB",2016,2016,,有り,英語,無し,,なし,なし
"東北６県および東京都のPR ブース",729,"虎ノ門ヒルズフォーラム - 4F エントランス",2016,2016,,有り,英語,無し,,なし,なし
オープニングトーク,730,"虎ノ門ヒルズフォーラム - 5F メインホール",2016,2016,,無し,,無し,,なし,なし
"トークセッション１　「CG はいかに「映像業界」の外へ拡張できるのか」",731,"虎ノ門ヒルズフォーラム - 5F メインホール",2016,2016,,無し,,無し,,なし,なし
"トークセッション2　「ゲームクリエイティヴ＆ビヨンド ～VR とゲームエンジンがもたらす創造の拡張～」",732,"虎ノ門ヒルズフォーラム - 5F メインホール",2016,2016,,無し,,無し,,なし,なし
"Taste of TOHOKU",734,"アンダーズ東京|虎ノ門ヒルズ - 虎ノ門ヒルズ内店舗",2016,2016,,無し,,無し,,なし,なし
"MINATO 70th × TOHOKU PARK",735,港区立南桜公園,2016,2016,,無し,,無し,,なし,なし
熈代ステージ,737,"福徳の森 - 特設ステージ",2016,2016,,無し,,無し,,,なし
"総合開館20周年記念事業 ／収蔵映像展  アピチャッポン・ウィーラセタクン 亡霊たち シンポジウム「映像の不可視性をめぐって」",743,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,なし,なし
"総合開館20周年記念事業 TOPコレクション 東京･TOKYO　ギャラリートーク",744,"東京都写真美術館 - 3F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13　ギャラリートーク",745,"東京都写真美術館 - 3F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,
"総合開館20周年記念事業／収蔵映像展 アピチャッポン・ウィ―ラセタクン 亡霊たち　ギャラリートーク",746,"東京都写真美術館 - B1F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,
"総合開館20周年記念事業 山崎博　計画と偶然　ギャラリートーク",748,"東京都写真美術館 - 2F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,
世界報道写真展2016　ギャラリートーク,749,"東京都写真美術館 - 1F スタジオ",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,
写真新世紀東京展2016　ギャラリートーク,750,"東京都写真美術館 - B1F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,なし
フォトジャーナリスト長倉洋海の眼　地を這い、未来へ駆ける　ギャラリートーク,751,"東京都写真美術館 - B1F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,なし
"総合開館20周年記念事業 夜明けまえ 知られざる日本写真開拓史　総集編　ギャラリートーク",752,"東京都写真美術館 - 3F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,なし
"【誘致展】世界報道写真展2016 WORLD PRESS PHOTO 2016",753,"東京都写真美術館 - B1F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
【誘致展】写真新世紀東京展2016,756,"東京都写真美術館 - B1F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
【誘致展】第17回　上野彦馬賞　九州産業大学フォトコンテスト受賞作品展,757,"東京都写真美術館 - B1F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
"【誘致展】APAアワード2017 第45回 公益社団法人日本広告写真家協会公募展",759,"東京都写真美術館 - B1F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
【誘致展】フォトジャーナリスト長倉洋海の眼　地を這い、未来へ駆ける,763,"東京都写真美術館 - B1F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
"ショートショートフィルムフェスティバル ＆アジア 秋の短編映画収穫祭",765,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『追憶』,766,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『ウォーナーの謎のリスト』,767,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
"『地球交響曲（ガイアシンフォニー）第八番』 凱旋ロードショー　全作品一挙公開",769,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
"DigiCon6 JAPAN Awards",770,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『ホライズン』,772,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
"オペラ「眠れる美女～House of the Sleeping Beauties～」 関連講座 日本･ベルギー交流150年の 歴史",773,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,なし
"『マリア・カラス 伝説のオペラ座ライブ",774,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『聖なる呼吸　ヨガのルーツに出会う旅』,775,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『創造と神秘のサグラダ・ファミリア』,776,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『湾生回家』,777,,2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『ミューズ・アカデミー』ホセ・ルイス・ゲリン監督特集上映「ミューズとゲリン」,778,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
ドキュメンタリー映画『あるアトリエの１００年」,779,,2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『文楽　冥途の飛脚』,780,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
『ミニオンズ』『ペット』のイルミネーション・エンターテインメントが贈る『SING／シング』公開記念イルミネーション映画祭,781,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
総合開館20周年記念シンポジウム「写真美術館はなぜ、必要か」,783,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・その他画像
総合開館20周年記念「初期写真国際シンポジウム　幕末」,784,"東京都写真美術館 - 1F ホール",2016,2016,,無し,,無し,,,
とっぷ雅楽,786,"東京都写真美術館 - 2F ロビー",2016,2016,,無し,,有り,バリアフリー対応施設,,あり・その他画像
図書室等の運営,788,"東京都写真美術館 - 4F 図書室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・その他画像
【定期演奏会】第816回Ｃ,791,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第817回Ｂ,794,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第818回芸劇,795,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第819回文化会館,796,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第815回Ｂ,797,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
【定期演奏会】第820回芸劇,798,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第821回サントリー,799,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第822回Ａ,800,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第823回Ｂ,801,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第824回Ａ,802,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第825回Ｃ,803,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第826回Ｃ,804,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
【定期演奏会】第827回Ａ,805,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"世界のマエストロシリーズ 読売日本交響楽団",807,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
クラシカル・プレイヤーズ東京　演奏会,809,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
ダニエル・ハーディング＆パリ管弦楽団,810,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
エリアフ・インバル＆ベルリン・コンツェルトハウス管弦楽団,811,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
0才から聴こう！！／４才から聴こう！！春休みコンサート,814,"東京芸術劇場 - コンサートホール",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,なし
伝統体験塾,816,"コレド室町3 - 3階 橋楽亭|江戸桜通り地下歩道★重複",2016,2016,,無し,,無し,,,なし
"日本橋 技あり体験熈代屋台",817,福徳の森,2016,2016,,無し,,無し,,,なし
まちなか伝統パフォーマンス,818,"福徳の森|福徳神社 - 周辺",2016,2016,,無し,,無し,,,なし
"伝統芸能公演「紅葉 日本橋～日本美と伝統芸能の饗宴～」",819,"コレド室町1 ‐ 5階 日本橋三井ホール",2016,2016,,無し,,無し,,,なし
前夜祭,821,"ザ・ロイヤル・スコッツマン（The Royal Scotsman）|縁香園|風雅すたいるカフェ|神楽坂モノガタリ",2016,2016,,無し,,無し,,,なし
茶席　高橋是清邸,823,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
茶席　西川家別邸,825,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
茶席　川野商店,826,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
野点,827,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
茶道はじめて体験,828,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
"WELCOME ！ 英語で楽しむ茶席",829,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
子供のための茶道教室,830,江戸東京たてもの園,2016,2016,,無し,,無し,,,なし
茶席　中島の御茶屋,831,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
茶席　芳梅亭,832,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
野点,833,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
"WELCOME ！ 英語で楽しむ茶席",834,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
高校生野点,835,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
茶道はじめて体験,836,浜離宮恩賜庭園,2016,2016,,無し,,無し,,,なし
小金井公演,845,"小金井 宮地楽器ホール - 大ホール",2016,2016,,無し,,無し,,,なし
日の出町公演,846,"日の出町 やまびこホール",2016,2016,,無し,,無し,,,なし
立川公演,847,たましんRISURUホール（立川市民会館）,2016,2016,,無し,,無し,,,なし
八丈島公演,848,八丈町立大賀郷小学校,2016,2016,,無し,,無し,,,
八丈島公演,849,"八丈町多目的ホール おじゃれ",2016,2016,,無し,,無し,,,なし
福生公演,850,"福生市民会館 - 大ホール（もくせいホール）",2016,2016,,無し,,無し,,,なし
檜原村公演,851,"檜原村やすらぎの里 - 多目的ホール",2016,2016,,無し,,無し,,,なし
"小曽根 真＆ゴンサロ・ルバルカバ “Jazz meets Classic” with東京都交響楽団(東京文化会館）",853,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"小曽根 真＆ゴンサロ・ルバルカバ “Jazz meets Classic” with東京都交響楽団(オリンパスホール八王子）",854,オリンパスホール八王子,2016,2016,,無し,,無し,,なし,なし
第2回浜田理恵,856,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
第3回ゴンサロ・ルバルカバ,857,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
第4回タチアナ・ヴァシリエヴァ,858,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
第5回渡辺貞夫,859,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"まちなかコンサートvol.1 3歳からの楽しいクラシック",860,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"まちなかコンサートvol.2 よりみちコンサート",861,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"まちなかコンサートvol.3 よりみちコンサートムジカ・アモーレ",862,"東京文化会館 - 小ホール",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
No.370,865,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
No.371,866,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"都響・八王子シリーズ　ロシア＆チェコのノスタルジア ─郷愁を誘う音楽",867,オリンパスホール八王子,2016,2016,,無し,,無し,バリアフリー対応施設,,なし
12/24文化会館,868,"東京文化会館 - 大ホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
12/26サントリー,869,サントリーホール,2016,2016,,無し,,有り,バリアフリー対応施設,,なし
12/23芸劇,870,"東京芸術劇場 - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
福岡特別公演,871,"アクロス福岡 - 福岡シンフォニーホール",2016,2016,,無し,,無し,バリアフリー対応施設,,なし
名古屋特別公演,872,"愛知県芸術劇場 - コンサートホール",2016,2016,,無し,,無し,バリアフリー対応施設,,なし
都響スペシャル「シェイクスピア讃」,873,"東京オペラシティ - コンサートホール",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
都響・調布シリーズNo.18,876,調布市グリーンホール,2016,2016,,無し,,無し,,,なし
ボクとわたしとオーケストラ,877,"いわき芸術文化交流館アリオス - 大ホール",2016,2016,,無し,,無し,,,なし
第33回障害者のためのふれあいコンサート,878,"新宿区立新宿文化センター - 大ホール",2016,2016,,無し,,無し,,,なし
屋外収蔵,884,江戸東京たてもの園,2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,なし,なし
神楽坂楽座～講釈場,885,"毘沙門天善國寺 - 境内 特設ステージ",2016,2016,,無し,,無し,,,なし
"東京大茶会 2016",1058,,2015,2015,,無し,,無し,,,
テスト,1192,"虎ノ門ヒルズフォーラム - 4F エントランス",2015,2015,0,無し,,無し,,,
神楽坂芸能めぐり街角ライブ,1220,"志満金 - 前|山下漆器店 - 前|パークリュクス神楽坂 - 前 ポケットパーク",2016,2016,,無し,,無し,,,
【特別展】ポンピドゥー・センター傑作展─ピカソ、マティス、デュシャンからクリストまで─,1222,"東京都美術館 – 1F 企画展示室|東京都美術館 – 2F 企画展示室|東京都美術館 – LBF 企画展示室",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
神楽坂,1223,神楽坂界隈（神楽坂まち舞台・大江戸めぐり）,2016,2016,,無し,,無し,,,なし
覗いてみようお座敷遊び,1224,"東京神楽坂組合 - 見番",2016,2016,,無し,,無し,,,なし
赤城神社　夕暮れライブ,1226,"赤城神社 神楽殿",2016,2016,,無し,,無し,,,なし
