"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Google API Key","Enqueue Google Maps API Script","Enqueue ACF Google Maps Script","Force Shortcodes Processing","Multilingual VC Snippet IDs","Multilingual ACF Field Picker IDs","Tokyo FESTIVALの分類","Tokyo FESTIVALの分類",WEBサイトのアドレス,WEBサイトURL,概要,概要,会場(投稿),会場の存在する自治体名,会場の所属する自治体,申請自治体,会場,主催,共催,協賛,協力,後援,開催年度,"単日/複数日 - 期間",開催時間,対象,開催日数（展覧会・公演）,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,人数,料金,出演者数／出展アーティスト数／登壇者数等,出演者数／出展アーティスト数／登壇者数等（外国人）,ジャンル,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,多言語対応（例）音声ガイドの多言語化,多言語対応（例）キャプション・字幕の多言語化,多言語対応（例）その他の多言語化,多言語対応（例）その他の多言語化（内容）,バリアフリー対応の有無,バリアフリー対応策（例）,バリアフリー対応策（例）その他,組織委員会の認証の有無,画像等データの有無,画像,動画URL,関連プログラム名,事業マスター,カテゴリ,会場の所属する自治体,会場の存在する自治体名,決算額_year,決算額_price,期間_date,期間_date_to,単日/複数日_date,国_country,国_num
,,,,,,,,,,,,,1,1,http://www.metro.tokyo.jp/tosei/hodohappyo/press/2016/09/16/01.html,,"落語、狂言、和妻、三味線、日本舞踊の5つの分野において、プロの実演家の指導のもと、体験できるワークショップを実施。（小学生対象）

平成29年1月22日（日曜）　東村山市立中央公民館（東村山市本町2-33-2）

1.落語、狂言、和妻、三味線、日本舞踊の中から好きな分野をひとつ選び、プロの実演家の指導のもと、体験できるワークショップ（小学生対象）
12時30分～13時30分　※定員各分野30名

","落語、狂言、和妻、三味線、日本舞踊の5つの分野において、プロの実演家の指導のもと、体験できるワークショップを実施。（小学生対象）

平成29年1月22日（日曜）　東村山市立中央公民館（東村山市本町2-33-2）

1.落語、狂言、和妻、三味線、日本舞踊の中から好きな分野をひとつ選び、プロの実演家の指導のもと、体験できるワークショップ（小学生対象）
12時30分～13時30分　※定員各分野30名

",東村山市立中央公民館,,,,,こども芸能体験ひろば実行委員会|清元協会|特定非営利活動法人子ども劇場東京都協議会|一般社団法人日本演出者協会|公益社団法人日本芸能実演家団体協議会|公益社団法人日本舞踊協会|公益社団法人落語芸術協会|東京都|公益財団法人東京都歴史文化財団,,,,,2016,2016,,単日/複数日,20170122,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:30:00"";s:7:""time_to"";s:8:""13:30:00"";s:10:""time_bikou"";s:0:"""";}}}",子供向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:29:""<p>（要事前申込）</p>
"";}",,,,,演芸（落語・漫才等）|芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,無し,,,なし,なし,,,,,,,,,
,,,,,,,,,,,,,1,1,http://www.metro.tokyo.jp/tosei/hodohappyo/press/2016/09/16/01.html,,"落語、狂言、和妻、三味線、日本舞踊の5つの分野において、プロの実演家の指導のもと、体験できるワークショップを実施。（小学生対象）

平成29年1月22日（日曜）　東村山市立中央公民館（東村山市本町2-33-2）

1.落語、狂言、和妻、三味線、日本舞踊の中から好きな分野をひとつ選び、プロの実演家の指導のもと、体験できるワークショップ（小学生対象）
12時30分～13時30分　※定員各分野30名

","落語、狂言、和妻、三味線、日本舞踊の5つの分野において、プロの実演家の指導のもと、体験できるワークショップを実施。（小学生対象）

平成29年1月22日（日曜）　東村山市立中央公民館（東村山市本町2-33-2）

1.落語、狂言、和妻、三味線、日本舞踊の中から好きな分野をひとつ選び、プロの実演家の指導のもと、体験できるワークショップ（小学生対象）
12時30分～13時30分　※定員各分野30名

",東村山市立中央公民館,,,,,こども芸能体験ひろば実行委員会|清元協会|特定非営利活動法人子ども劇場東京都協議会|一般社団法人日本演出者協会|公益社団法人日本芸能実演家団体協議会|公益社団法人日本舞踊協会|公益社団法人落語芸術協会|東京都|公益財団法人東京都歴史文化財団,,,,,2016,2016,,単日/複数日,20170122,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:30:00"";s:7:""time_to"";s:8:""13:30:00"";s:10:""time_bikou"";s:0:"""";}}}",子供向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:29:""<p>（要事前申込）</p>
"";}",,,,,伝統芸能（歌舞伎・能等）|芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,無し,,,なし,なし,,,,,,,,,
,,,,,,,,,,,,,1,1,http://www.metro.tokyo.jp/tosei/hodohappyo/press/2016/09/16/01.html,,"落語、狂言、和妻、三味線、日本舞踊の5つの分野において、プロの実演家の指導のもと、体験できるワークショップを実施。（小学生対象）

平成29年1月22日（日曜）　東村山市立中央公民館（東村山市本町2-33-2）

1.落語、狂言、和妻、三味線、日本舞踊の中から好きな分野をひとつ選び、プロの実演家の指導のもと、体験できるワークショップ（小学生対象）
12時30分～13時30分　※定員各分野30名

","落語、狂言、和妻、三味線、日本舞踊の5つの分野において、プロの実演家の指導のもと、体験できるワークショップを実施。（小学生対象）

平成29年1月22日（日曜）　東村山市立中央公民館（東村山市本町2-33-2）

1.落語、狂言、和妻、三味線、日本舞踊の中から好きな分野をひとつ選び、プロの実演家の指導のもと、体験できるワークショップ（小学生対象）
12時30分～13時30分　※定員各分野30名

",東村山市立中央公民館,,,,,こども芸能体験ひろば実行委員会|清元協会|特定非営利活動法人子ども劇場東京都協議会|一般社団法人日本演出者協会|公益社団法人日本芸能実演家団体協議会|公益社団法人日本舞踊協会|公益社団法人落語芸術協会|東京都|公益財団法人東京都歴史文化財団,,,,,2016,2016,,単日/複数日,20170122,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:30:00"";s:7:""time_to"";s:8:""13:30:00"";s:10:""time_bikou"";s:0:"""";}}}",子供向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:29:""<p>（要事前申込）</p>
"";}",,,,,舞踊・ダンス（バレエ等を含む）|伝統芸能（歌舞伎・能等）|芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,無し,,,なし,なし,,,,,,,,,
,,,,,,,,,,,,,1,1,https://www.artscouncil-tokyo.jp/ja/events/19038/,,"演出家の阿部初美を招聘し、地域に暮らす外国人の暮らしや彼らの思いをアーティストの視点と手法で作品化した
映像展示を、昨年度の反響を受け再演した。作品に関わった在日外国人コミュニティと来場者の間に交流を生み出す
ことを試みる「フィリパピポ!!」第２弾との２本立てで実施した。

【プログラム名】スーパピポ募集説明会

【内容】フィリピンのパーティー文化に注目して開催される、様々な人々に開かれたパーティー「フィリパピポ!!」。その開催を支えるメンバーを募集した。

【プログラム名】映像展示：Their history, to beour story

【内容】フィリピンにルーツを持つ方９人がライフヒストリーを語るインタビュー映像を日本家屋の会場内に配した。インスタレーション型の演劇型作品。フィリピンの家庭へのインタビューをもとに作成したレシピブックや住まいの違いをまとめた冊子も展示した。

【プログラム名】パーティー：フィリパピポ!!

【内容】「 真 夏 の 海 の 夢 A Midsummer Ocean’sDream」をテーマに実施。来場者は、フィリピンの方に教わった料理とともに、舞台での音楽やダンスを楽しんだ。地元ミュージシャンやダンサーらによる発表や、中学生が企画したショーなどを行った。","演出家の阿部初美を招聘し、地域に暮らす外国人の暮らしや彼らの思いをアーティストの視点と手法で作品化した
映像展示を、昨年度の反響を受け再演した。作品に関わった在日外国人コミュニティと来場者の間に交流を生み出す
ことを試みる「フィリパピポ!!」第２弾との２本立てで実施した。

【プログラム名】スーパピポ募集説明会

【内容】フィリピンのパーティー文化に注目して開催される、様々な人々に開かれたパーティー「フィリパピポ!!」。その開催を支えるメンバーを募集した。

【プログラム名】映像展示：Their history, to beour story

【内容】フィリピンにルーツを持つ方９人がライフヒストリーを語るインタビュー映像を日本家屋の会場内に配した。インスタレーション型の演劇型作品。フィリピンの家庭へのインタビューをもとに作成したレシピブックや住まいの違いをまとめた冊子も展示した。

【プログラム名】パーティー：フィリパピポ!!

【内容】「 真 夏 の 海 の 夢 A Midsummer Ocean’sDream」をテーマに実施。来場者は、フィリピンの方に教わった料理とともに、舞台での音楽やダンスを楽しんだ。地元ミュージシャンやダンサーらによる発表や、中学生が企画したショーなどを行った。","仲町の家（足立区）|東京藝術大学 千住キャンパス - 第7ホール",,,,,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区,,,"足立区立千寿第八小学校|足立区立西新井第二小学校PTA|おかめひょっとこ元気連|ガーディ アンシップ北千住|千住関屋町町会|千寿リーグ|タカラ湯|菜の花楽団|魚三商店|タコテ座|愛ちゃん|東武鉄道株式会社|仲町竹田|カトリック梅田教会",,2017,2017,,単日/複数日,"20170527,20170722,20170723,20170724,20170729,20170730,20170731,20170805,20170806,20170807","a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:8:""20:00:00"";s:10:""time_bikou"";s:0:"""";}}}",,10,11,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""330"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:12:""一部有料"";s:13:""ryoukin_bikou"";s:80:""<p>フィリピンフード（ワンプレート）・ドリンクは有料</p>
"";}",3,,メディアアート（デジタル映像・音響等新技術から生み出される術表現）|イベント|国際交流イベント,有り,英語,,,,,無し,,,なし,あり・チラシ画像|あり・その他画像,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"上野公園にある9つの文化施設が連携して子供たちのミュージアム・デビューを応援し、「Museum Start あいうえの」のプログラムや、言語活動を重視した鑑賞プログラムを紹介した。その他、展覧会を鑑賞し、ワークショップを体験した。

[日時]2017年7月25日（火） 10:00～15:00
[会場]東京都美術館（上野 上野公園内）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​","上野公園にある9つの文化施設が連携して子供たちのミュージアム・デビューを応援し、「Museum Start あいうえの」のプログラムや、言語活動を重視した鑑賞プログラムを紹介した。その他、展覧会を鑑賞し、ワークショップを体験した。

[日時]2017年7月25日（火） 10:00～15:00
[会場]東京都美術館（上野 上野公園内）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​",東京都美術館,,,,,公益財団法人東京都歴史文化財団,,,,東京都教育委員会|一般財団法人東京私立中学高等学校協会|東京私立初等学校協会,2017,2017,,単日/複数日,20170725,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",子供向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""23"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",23,23,芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,無し,,,,あり・チラシ画像,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"復元建造物内で、石臼ひきや火おこしなどの昔くらしを体験した他、見学の際に役立つ園内の見どころポイントを学芸員が案内してくれた。また、建築物を体で表現するけんちく体操を体験した。1人で、2人で、10チームで挑戦し、観察力、表現力、チームワークを養った。

[日時]2017年7月26日（水） 13:15～17:20
[会場]江戸東京たてもの園（武蔵小金井／花小金井 小金井公園内）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​","復元建造物内で、石臼ひきや火おこしなどの昔くらしを体験した他、見学の際に役立つ園内の見どころポイントを学芸員が案内してくれた。また、建築物を体で表現するけんちく体操を体験した。1人で、2人で、10チームで挑戦し、観察力、表現力、チームワークを養った。

[日時]2017年7月26日（水） 13:15～17:20
[会場]江戸東京たてもの園（武蔵小金井／花小金井 小金井公園内）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​",江戸東京たてもの園,,,,,公益財団法人東京都歴史文化財団,,,,東京都教育委員会|一般財団法人東京私立中学高等学校協会|東京私立初等学校協会,2017,2017,,単日/複数日,20170726,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:15:00"";s:7:""time_to"";s:8:""17:20:00"";s:10:""time_bikou"";s:0:"""";}}}",子供向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""15"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",15,15,芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,無し,,,,あり・チラシ画像,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"小学生向けの見学補助シート（ワークシート）を作成した。学芸員が江戸東京博物館の楽しみ方を解説し、子供たちが楽しく学べるワークシートになるように実際に展示室を見学しながら、一緒に考え、議論し、より良いワークシートを作成することができた。

[日時]2017年7月27日（木）10:00～16:30
[会場]東京都江戸東京博物館（両国）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​","小学生向けの見学補助シート（ワークシート）を作成した。学芸員が江戸東京博物館の楽しみ方を解説し、子供たちが楽しく学べるワークシートになるように実際に展示室を見学しながら、一緒に考え、議論し、より良いワークシートを作成することができた。

[日時]2017年7月27日（木）10:00～16:30
[会場]東京都江戸東京博物館（両国）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​",東京都美術館,,,,,公益財団法人東京都歴史文化財団,,,,東京都教育委員会|一般財団法人東京私立中学高等学校協会|東京私立初等学校協会,2017,2017,,単日/複数日,20170707,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",子供向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:1:""8"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",8,8,芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,無し,,,,あり・チラシ画像,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"暗室での写真の現像を体験した。また、対話しながらの作品鑑賞方法を体験した。

[日時]2017年7月28日（金） 13:30～17:00
[会場]東京都写真美術館（恵比寿）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​","暗室での写真の現像を体験した。また、対話しながらの作品鑑賞方法を体験した。

[日時]2017年7月28日（金） 13:30～17:00
[会場]東京都写真美術館（恵比寿）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​",東京都写真美術館,,,,,公益財団法人東京都歴史文化財団,,,,東京都教育委員会|一般財団法人東京私立中学高等学校協会|東京私立初等学校協会,2017,2017,,単日/複数日,20170728,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:30:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:0:"""";}}}",子供向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""14"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",14,14,芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,無し,,,,あり・チラシ画像,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"東京芸術劇場による教育者向け演劇ワークショップの紹介をしてもらった。コミュニケーションを活性化させることにより青少年たちの表現力を養い、自尊心も高めることができる「演劇」という手法とはどういったものなのか、体験を交えて教えてもらった。

[日時]2017年8月4日（金） 14:00～16:00
[会場]東京芸術劇場（池袋）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​","東京芸術劇場による教育者向け演劇ワークショップの紹介をしてもらった。コミュニケーションを活性化させることにより青少年たちの表現力を養い、自尊心も高めることができる「演劇」という手法とはどういったものなのか、体験を交えて教えてもらった。

[日時]2017年8月4日（金） 14:00～16:00
[会場]東京芸術劇場（池袋）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​",東京芸術劇場,,,,,公益財団法人東京都歴史文化財団,,,,東京都教育委員会|一般財団法人東京私立中学高等学校協会|東京私立初等学校協会,2017,2017,,単日/複数日,20170804,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}}}",子供向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""19"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",19,19,芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,無し,,,,あり・チラシ画像,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"子供たちが音楽に親しむ機会を提供する、東京文化会館主催事業を紹介した。ワークショップリーダーを学校に派遣し、音楽の楽しさを子供たちに伝えるアウトリーチワークショップを実際に体験してもらった。

[日時]2017年8月9日（水） 13:30～15:40
[会場]東京文化会館（上野 上野公園内）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​","子供たちが音楽に親しむ機会を提供する、東京文化会館主催事業を紹介した。ワークショップリーダーを学校に派遣し、音楽の楽しさを子供たちに伝えるアウトリーチワークショップを実際に体験してもらった。

[日時]2017年8月9日（水） 13:30～15:40
[会場]東京文化会館（上野 上野公園内）
[主催]公益財団法人東京都歴史文化財団
[後援]東京都教育委員会、一般財団法人東京私立中学高等学校協会、東京私立初等学校協会​",東京文化会館,,,,,公益財団法人東京都歴史文化財団,,,,東京都教育委員会|一般財団法人東京私立中学高等学校協会|東京私立初等学校協会,2017,2017,,単日/複数日,20170809,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:30:00"";s:7:""time_to"";s:8:""15:40:00"";s:10:""time_bikou"";s:0:"""";}}}",子供向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""11"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",11,11,芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,無し,,,,あり・チラシ画像,,,,,,,,,,,
,,,,,,,,,,,,,1,1,https://www.artscouncil-tokyo.jp/ja/events/24385/,,"多文化共生の考え方を学び直すことを目的に、企画開催と並行して連続勉強会を開催した。IMM参加メンバーた
ちが自身の疑問点からテーマを設定し、講師選びや交渉にあたり、参加者を募って実施につなげていくことを狙いと
した。

【プログラム名】イラク文化から見るイスラム教

【内容】講師がイスラム圏に滞在していた際の体験や、イスラム教の戒律・宗教、文化の特徴などについて語られた。日本社会でのイスラム教徒の生活や、共生の形についても考えを深めた。

【プログラム名】イスラエル文化から見るユダヤ教とキリスト教

【内容】25年にわたるイスラエル在住の体験や、ユダヤ教とキリスト教の特徴などをひもといた。講師の子供や孫世代の国籍や宗教の選択肢など身近な例を織り交ぜて語られた。

【プログラム名】チベットから見える仏教文化

【内容】チベットは社会的に大きな変化の中にありながら、人々には仏教の思想が根付いている。講師が現地で出逢った様々なエピソードとともに現代のチベットの様子が紹介された。日本とチベットの自然観と相違についても話が及んだ。","多文化共生の考え方を学び直すことを目的に、企画開催と並行して連続勉強会を開催した。IMM参加メンバーた
ちが自身の疑問点からテーマを設定し、講師選びや交渉にあたり、参加者を募って実施につなげていくことを狙いと
した。

【プログラム名】イラク文化から見るイスラム教

【内容】講師がイスラム圏に滞在していた際の体験や、イスラム教の戒律・宗教、文化の特徴などについて語られた。日本社会でのイスラム教徒の生活や、共生の形についても考えを深めた。

【プログラム名】イスラエル文化から見るユダヤ教とキリスト教

【内容】25年にわたるイスラエル在住の体験や、ユダヤ教とキリスト教の特徴などをひもといた。講師の子供や孫世代の国籍や宗教の選択肢など身近な例を織り交ぜて語られた。

【プログラム名】チベットから見える仏教文化

【内容】チベットは社会的に大きな変化の中にありながら、人々には仏教の思想が根付いている。講師が現地で出逢った様々なエピソードとともに現代のチベットの様子が紹介された。日本とチベットの自然観と相違についても話が及んだ。",仲町の家（足立区）,,,,,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区,,,"足立区立千寿第八小学校|足立区立西新井第二小学校PTA|おかめひょっとこ元気連|ガーディ アンシップ北千住|千住関屋町町会|千住仲町会|千寿リーグ|カトリック梅田教会|タカラ湯|菜の花楽団|魚三商店|タコテ座|千住囃子連中|愛ちゃん|東武鉄道株式会社|仲町竹田",,2017,"2017,2018",",",単日/複数日,"20171208,20171215,20180114","a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:8:""20:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,3,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""53"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",3,,イベント|その他,有り,英語,,,,,無し,,,なし,あり・その他画像,,,,,,,,,,,
,,,,,,,,,,,,,1,1,https://www.artscouncil-tokyo.jp/ja/events/25840/,,"地域に根ざしたアートプロジェクトを展開する若手アーティストに活動の場を提供した。音まちの活動拠点「仲町の家」を中心とした地域の資源や魅力をリサーチするとともに、仲町の人々との関係を築き、アーティスト独自の視点から発信することを目指した。

【プログラム名】アーティスト・イン・レジデンス

【内容】まちの人との交流などから地域の情報を収集し、日々の活動やエピソードなどを年間を通じて「仲町の家日記」として記録しSNSで発信した。リサーチから発想を得て「借りたままの本」にまつわる実験的な対話型の読書会も開催した。

【プログラム名】事業報告会トーク：友政麻理子の見た千住

【内容】これまでの作品紹介をはじめ、生活者と滞在者の両面から見えた地域のあらゆる関係性を、記録していた写真などとともに発表した。場内では、友政が以前展示した地域に滞在中の美術作家と行った往復書簡も展示した。","地域に根ざしたアートプロジェクトを展開する若手アーティストに活動の場を提供した。音まちの活動拠点「仲町の家」を中心とした地域の資源や魅力をリサーチするとともに、仲町の人々との関係を築き、アーティスト独自の視点から発信することを目指した。

【プログラム名】アーティスト・イン・レジデンス

【内容】まちの人との交流などから地域の情報を収集し、日々の活動やエピソードなどを年間を通じて「仲町の家日記」として記録しSNSで発信した。リサーチから発想を得て「借りたままの本」にまつわる実験的な対話型の読書会も開催した。

【プログラム名】事業報告会トーク：友政麻理子の見た千住

【内容】これまでの作品紹介をはじめ、生活者と滞在者の両面から見えた地域のあらゆる関係性を、記録していた写真などとともに発表した。場内では、友政が以前展示した地域に滞在中の美術作家と行った往復書簡も展示した。",仲町の家（足立区）,,,,,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区,,,"足立区立千寿第八小学校|足立区立西新井第二小学校PTA|おかめひょっとこ元気連|ガーディ アンシップ北千住|千住関屋町町会|千住仲町会|千寿リーグ|タカラ湯|菜の花楽団|魚三商店|タコテ座|千住囃子連中|愛ちゃん|東武鉄道株式会社|仲町竹田",,2017,"2017,2018",",",単日/複数日,20180224,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",,2,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""16"";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",1,,イベント,有り,英語,,,,,無し,,,なし,あり・その他画像,,,,,,,,,,,
,,,,,,,,,,,,,1,1,,,"体験しよう！ワークショップ

作って遊ぶタップダンス人形
アメリカのおもちゃであるタップダンス人形を毛糸やフェルトで自由に飾って踊らせる体験ワークショップ。

グレゴの音楽一座
","体験しよう！ワークショップ

作って遊ぶタップダンス人形
アメリカのおもちゃであるタップダンス人形を毛糸やフェルトで自由に飾って踊らせる体験ワークショップ。

グレゴの音楽一座
","きゅりあん（品川区立総合区民会館） - リハーサル室（7F)",,,,,参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,公益財団法人品川文化振興事業団|特定非営利活動法人品川こども劇場,,,品川区|品川区教育委員会,2016,2016,,単日/複数日,20170226,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""12:30:00"";s:7:""time_to"";s:8:""14:30:00"";s:10:""time_bikou"";s:0:"""";}}}",子供向け,1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}",,"a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:251:""<p>料金：1,500円<br />
対象年齢：3才〜大人（小2以下は保護者同伴）</p>
<p>ワークショップ参加費<br />
1回：1,500円<br />
セット割引：2回 2,800円、3回 3,900円<br />
（申込・問合せは事務局）</p>
"";}",1,,舞踊・ダンス（バレエ等を含む）|芸術文化の体験型イベント（外国人向け・子供向け含む）,無し,,,,,,有り,バリアフリー対応施設,,なし,あり・チラシ画像|あり・その他画像,,,,,,,,,,,
