id,"Post Type",Title,Content,会場の所属する自治体,会場の存在する自治体名
909,kaijyo,テスト会場★削除★使用しないこと ,,都外,埼玉県
910,kaijyo,テスト会場★削除★使用しないこと ,,都外,
911,kaijyo,会場テスト★削除★使用しないこと ,,都内-区,
912,kaijyo,東京会場★削除★使用しないこと ,,都内-区,
913,kaijyo,東京文化会館,,都内-区,台東区
914,kaijyo,東京都写真美術館,,都内-区,目黒区
915,kaijyo,葛飾区立柴原小学校,,都内-区,葛飾区
916,kaijyo,都立木場公園,,都内-区,江東区
917,kaijyo,東京都現代美術館,,都内-区,江東区
918,kaijyo,品川区立小山小学校,,都内-区,品川区
919,kaijyo,墨田区立緑小学校,,都内-区,墨田区
920,kaijyo,港区立笄小学校,,都内-区,港区
921,kaijyo,大田区立開桜小学校,,都内-区,大田区
922,kaijyo,東京都立八王子盲学校,,都内-市,八王子市
923,kaijyo,杉並区立大宮小学校,,都内-区,杉並区
924,kaijyo,港区立青山小学校,,都内-区,港区
925,kaijyo,東京都立久留米特別支援学校,,都内-市,東久留米市
926,kaijyo,調布市立第一小学校,,都内-区,調布市
927,kaijyo,桐朋学園小学校,,都内-市,国立市
928,kaijyo,東星学園小学校,,都内-市,清瀬市
929,kaijyo,八王子市立第五小学校,,都内-市,八王子市
930,kaijyo,奥多摩町立古里小学校,,都内-町,西多摩郡奥多摩町
931,kaijyo,調布市立八雲台小学校,,都内-市,調布市
932,kaijyo,明法中学・高等学校,,都内-市,東村山市
933,kaijyo,|2F展示室★削除★使用しないこと ,,都内-区,
934,kaijyo,八王子市立上川口小学校,,都内-市,八王子市
935,kaijyo,|B1F展示室★削除★使用しないこと ,,都内-区,
936,kaijyo,府中市立府中第十小学校,,都内-市,府中市
937,kaijyo,小平市立小平第十二小学校,,都内-市,小平市
938,kaijyo,町田市立鶴川第三小学校,,都内-市,
939,kaijyo,稲城市立平尾小学校,,都内-市,稲城市
940,kaijyo,町田市立成瀬中央小学校,,都内-市,町田市
941,kaijyo,東村山市立萩山小学校,,都内-市,東村山市
942,kaijyo,町田市立本町田東小学校,,都内-市,町田市
943,kaijyo,東京都立八王子特別支援学校,,都内-市,八王子市
944,kaijyo,台東区立金竜小学校,,都内-区,台東区
945,kaijyo,台東区立田原小学校,,都内-区,台東区
946,kaijyo,世田谷区立八幡小学校,,都内-区,世田谷区
947,kaijyo,台東区立松葉小学校,,都内-区,台東区
948,kaijyo,台東区立東泉小学校,,都内-区,台東区
949,kaijyo,清瀬市立芝山小学校,,都内-市,清瀬市
950,kaijyo,台東区立育英幼稚園,,都内-区,台東区
951,kaijyo,台東区立田原幼稚園,,都内-区,台東区
952,kaijyo,"日仏会館 - ギャラリー",,都内-区,渋谷区
953,kaijyo,江東区立大島幼稚園,,都内-区,江東区
954,kaijyo,|3F展示室,,都内-区,
955,kaijyo,港区立芝小学校,,都内-区,港区
956,kaijyo,|1Fホール,,都内-区,
957,kaijyo,台東区立東上野保育園,,都内-区,台東区
958,kaijyo,"恵比寿ガーデンプレイス - センター広場",,都内-区,渋谷区
959,kaijyo,滝野川女子学園中学高等学校,,都内-区,北区
960,kaijyo,|2Fロビー★削除★使用しないこと ,,都内-区,
961,kaijyo,練馬区立豊玉小学校,,都内-区,練馬区
962,kaijyo,"恵比寿ガーデンプレイス - ザ・ガーデンホール/ルーム",,都内-区,渋谷区
963,kaijyo,"日仏会館 - ホール（日仏会館ホール）",,都内-区,渋谷区
964,kaijyo,|1Fスタジオ★削除★使用しないこと ,,都内-区,
965,kaijyo,"恵比寿ガーデンプレイス - COMMON EBISU",,都内-区,渋谷区
966,kaijyo,日仏会館,,都内-区,渋谷区
967,kaijyo,"恵比寿ガーデンプレイス - YEBISU GARDEN CINEMA",,都内-区,渋谷区
968,kaijyo,伊東建築塾,,都内-区,渋谷区
969,kaijyo,環状第２号線　新虎通り（愛宕下通り～日比谷通り間）および虎ノ門ヒルズ★削除★使用しないこと ,,都内-区,
970,kaijyo,"MA2 Gallery",,都内-区,渋谷区
971,kaijyo,新虎通り,,都内-区,港区
972,kaijyo,"Gallery 工房 親",,都内-区,渋谷区
973,kaijyo,"MuCuL studio",,都内-区,渋谷区
974,kaijyo,"NADiff a/p/a/r/t",,都内-区,渋谷区
975,kaijyo,"G/P gallery",,都内-区,渋谷区
976,kaijyo,MEM,,都内-区,渋谷区
977,kaijyo,statements,,,
978,kaijyo,WAITINGROOM,,,
979,kaijyo,"虎ノ門ヒルズ - 2F アトリウム",,都内-区,港区
980,kaijyo,アーツイニシアティヴトウキョウ（AIT）,,都内-区,渋谷区
981,kaijyo,"虎ノ門ヒルズ - 2F オーバル広場",,都内-区,港区
982,kaijyo,AL（TRAUMARIS）,,都内-区,渋谷区
983,kaijyo,"虎ノ門ヒルズフォーラム - 4F ホールB",,都内-区,港区
984,kaijyo,LIBRAIRIE6,,都内-区,渋谷区
985,kaijyo,"虎ノ門ヒルズフォーラム - 4F エントランス",,都内-区,港区
986,kaijyo,東京都庭園美術館,,都内-区,港区
987,kaijyo,"虎ノ門ヒルズフォーラム - 5F メインホール",,都内-区,港区
988,kaijyo,"福徳の森 - 特設ステージ",,都内-区,中央区
989,kaijyo,|本館★削除★使用しないこと,,都内-区,
990,kaijyo,東京都江戸東京博物館,,都内-区,墨田区
991,kaijyo,|常設展示室5階中村座前★削除★使用しないこと,,都内-区,
992,kaijyo,江戸東京たてもの園,,都内-市,小金井市
993,kaijyo,"清澄白河駅 - 周辺エリア",,都内-区,江東区
994,kaijyo,東京オペラシティ,,都内-区,新宿区
995,kaijyo,江戸桜通り地下歩道,,都内-区,中央区
996,kaijyo,橋楽亭,,都内-区,中央区
997,kaijyo,福徳の森日本橋★削除★使用しないこと,,都内-区,
998,kaijyo,江東区深川江戸資料館,,都内-区,江東区
999,kaijyo,福徳の森,,都内-区,中央区
1000,kaijyo,|小劇場★削除★使用しないこと,,都内-区,
1001,kaijyo,"福徳神社 - 周辺",,都内-区,中央区
1002,kaijyo,"コレド室町1 ‐ 5階 日本橋三井ホール",,都内-区,中央区
1003,kaijyo,オリンパスホール八王子,,都内-市,八王子市
1004,kaijyo,#NAME?★削除★使用しないこと,,都内-区,
1005,kaijyo,"ザ・ロイヤル・スコッツマン（The Royal Scotsman）",,都内-区,新宿区
1006,kaijyo,縁香園,,都内-区,新宿区
1007,kaijyo,風雅すたいるカフェ,,都内-区,新宿区
1008,kaijyo,神楽坂モノガタリ,,都内-区,新宿区
1009,kaijyo,旧駄菓子屋（江東区）,,都内-区,江東区
1010,kaijyo,神楽坂界隈（神楽坂まち舞台・大江戸めぐり）,,都内-区,新宿区
1011,kaijyo,グランチェスター・ハウス,,都内-区,江東区
1012,kaijyo,深川資料館通り商店街協同組合事務所,,都内-区,江東区
1013,kaijyo,赤い庇の旧印刷所（江東区）,,都内-区,江東区
1014,kaijyo,Ｆ邸（江東区）,,都内-区,江東区
1015,kaijyo,東京都美術館,,都内-区,台東区
1016,kaijyo,|企画棟　企画展示室★削除★使用しないこと,,都内-区,
1017,kaijyo,|大ホール★削除★使用しないこと,,都内-区,
1018,kaijyo,|大会議室★削除★使用しないこと,,都内-区,
1019,kaijyo,アクロス福岡,,都外,福岡県
1020,kaijyo,"アクロス福岡 - 福岡シンフォニーホール",,都外,福岡県
1021,kaijyo,愛知県芸術劇場,,都外,愛知県
1022,kaijyo,東京芸術劇場,,都内-区,豊島区
1023,kaijyo,|コンサートホール★削除★使用しないこと,,都内-区,
1024,kaijyo,いわき芸術文化交流館アリオス,,都外,福島県
1025,kaijyo,たましんRISURUホール（立川市民会館）,,都内-市,立川市
1026,kaijyo,六本木ヒルズアリーナ,,都内-区,港区
1027,kaijyo,国立劇場,,都内-区,千代田区
1028,kaijyo,|大劇場★削除★使用しないこと,,都内-区,
1029,kaijyo,狛江エコルマホール,,都内-市,狛江市
1030,kaijyo,東京国際フォーラム,,都内-区,千代田区
1031,kaijyo,Bunkamura,,都内-区,渋谷区
1032,kaijyo,"Bunkamura - オーチャードホール",,都内-区,渋谷区
1033,kaijyo,"毘沙門天善國寺 - 境内 特設ステージ",,都内-区,新宿区
1034,kaijyo,サントリーホール,,都内-区,港区
1035,kaijyo,江戸川区総合文化センター,,都内-区,江戸川区
1036,kaijyo,ギャラクシティ西新井,,都内-区,足立区
1037,kaijyo,新宿文化センター,,都内-区,新宿区
1038,kaijyo,きゅりあん（品川区立総合区民会館）,,都内-区,品川区
1039,kaijyo,府中の森芸術劇場,,都内-市,府中市
1040,kaijyo,羽村市生涯学習センターゆとろぎ,,都内-市,羽村市
1041,kaijyo,"くにたち市民芸術 - 小ホール",,都内-市,国立市
1042,kaijyo,KOTORIホール（昭島市民会館）,,都内-市,昭島市
1043,kaijyo,調布市グリーンホール,,都内-市,調布市
1044,kaijyo,板橋区立文化会館,,都内-区,板橋区
1045,kaijyo,北とぴあ,,都内-区,北区
1046,kaijyo,パルテノン多摩,,都内-市,多摩市
1047,kaijyo,西東京市保谷こもれびホール,,都内-市,西東京市
1048,kaijyo,武蔵村山市民会館（さくらホール）,,都内-市,武蔵村山市
1049,kaijyo,三鷹市芸術文化センター,,都内-市,三鷹市
1050,kaijyo,めぐろパーシモンホール,,都内-区,目黒区
1051,kaijyo,ティアラこうとう（江東公会堂）,,都内-区,江東区
1052,kaijyo,かつしかシンフォニーヒルズ,,都内-区,葛飾区
1053,kaijyo,秋川キララホール,,都内-市,あきる野市
1054,kaijyo,練馬区立練馬文化センター,,都内-区,練馬区
1055,kaijyo,"小金井 宮地楽器ホール（小金井市民交流センター）",,都内-市,小金井市
1056,kaijyo,大田区民ホール・アプリコ,,都内-区,大田区
1057,kaijyo,会場テスト２★削除★使用しないこと,,都内-区,
1206,kaijyo,浜離宮恩賜庭園,,都内-区,中央区
1207,kaijyo,瑞穂ビューパーク・スカイホール,,都内-町,西多摩郡瑞穂町
1208,kaijyo,奥多摩文化会館,,都内-町,西多摩郡奥多摩町
1209,kaijyo,町田市民ホール,,都内-市,町田市
1210,kaijyo,神津島村生きがい健康センター,,都内-村,神津島村
1211,kaijyo,神津村立神津小学校,,都内-村,神津島村
1212,kaijyo,"小金井 宮地楽器ホール - 大ホール",,都内-市,小金井市
1213,kaijyo,"日の出町 やまびこホール",,都内-町,西多摩郡日の出町
1214,kaijyo,八丈町立大賀郷小学校,,都内-町,八丈町
1215,kaijyo,"八丈町多目的ホール おじゃれ",,都内-町,八丈町
1216,kaijyo,"福生市民会館 - 大ホール（もくせいホール）",,都内-市,福生市
1218,kaijyo,"檜原村やすらぎの里 - 多目的ホール",,都内-村,西多摩郡檜原村
1225,kaijyo,"東京神楽坂組合 - 見番",,都内-区,新宿区
1227,kaijyo,"赤城神社 神楽殿",,都内-区,新宿区
1232,kaijyo,"江戸東京たてもの園 - 東ゾーン 子宝湯",,都内-市,小金井市
1246,kaijyo,"国立西洋美術館 - 本館１階ロビー",,都内-区,台東区
1275,kaijyo,瀧野川女子学園中学高等学校,,都内-区,北区
1283,kaijyo,平野の旧印刷所（江東区）,,都内-区,江東区
1286,kaijyo,"東京文化会館 - キャノピー広場スペース",,都内-区,台東区
1288,kaijyo,佐藤慶太郎記念アートラウンジ★使っていたら東京都美術館の方に変更,,都内-区,台東区
1290,kaijyo,東京都恩賜上野動物園,,都内-区,台東区
1292,kaijyo,"東京都恩賜上野動物園 - 西園 動物園ステージ",,都内-区,台東区
1293,kaijyo,旧岩崎邸庭園　,,都内-区,台東区
1294,kaijyo,洋館１階★削除★使用しないこと,,都内-区,
1299,kaijyo,小劇場★削除★使用しないこと,,都内-区,
1307,kaijyo,東京国立博物館,,都内-区,台東区
1308,kaijyo,法隆寺宝物館,,都内-区,台東区
1309,kaijyo,台東区立下町風俗資料館付設展示場(旧吉田屋酒店),,都内-区,台東区
1310,kaijyo,旧吉田屋酒店★削除★使用しないこと,,都内-区,台東区
1311,kaijyo,"国立科学博物館 - 日本館 1F 中央ホール",,都内-区,台東区
1318,kaijyo,リトルトーキョー（江東区）,,都内-区,江東区
1323,kaijyo,江東区芭蕉記念館,,都内-区,江東区
1324,kaijyo,江東区立深川図書館,,都内-区,江東区
1325,kaijyo,"法苑山 浄心寺",,都内-区,江東区
1326,kaijyo,あづま屋文具店,,都内-区,江東区
1327,kaijyo,田巻屋（江東区）,,都内-区,江東区
1328,kaijyo,大久保クリーニング（江東区）,,都内-区,江東区
1329,kaijyo,三河屋精米店（江東区）,,都内-区,江東区
1330,kaijyo,杉原商店（江東区）,,都内-区,江東区
1331,kaijyo,"アライズ コーヒーロースターズ",,都内-区,江東区
1332,kaijyo,"fukadaso CAFE",,都内-区,江東区
1333,kaijyo,"iki ESPRESSO TOKYO",,都内-区,江東区
1334,kaijyo,"ALLPRESS ESPRESSO",,都内-区,江東区
1335,kaijyo,"mamma cafe 151A",,都内-区,江東区
1336,kaijyo,しまぶっく（江東区）,,都内-区,江東区
1337,kaijyo,smokebooks（清澄白河店）,,都内-区,江東区
1338,kaijyo,NOiS清澄白河,,都内-区,江東区
1358,kaijyo,"東京文化会館 - 大ホール",,都内-区,台東区
1359,kaijyo,"東京文化会館 - 小ホール",,都内-区,台東区
1363,kaijyo,"Coci la elle（コシラエル本店）",,都内-区,江東区
1373,kaijyo,"東京オペラシティ - リサイタルホール",,都内-区,新宿区
1375,kaijyo,井政「神田の家」（千代田区）,,都内-区,千代田区
1376,kaijyo,安養院（板橋区）,,都内-区,板橋区
1379,kaijyo,メゾン・ドゥ・ラ・ムジーク,,都外,海外（フランス）
1380,kaijyo,"秋葉原CLUB GOODMAN",,都内-区,千代田区
1383,kaijyo,"アントワープ王立音楽院 ‐ コンサートホール",,都外,海外（ベルギー）
1384,kaijyo,ノイミュンスター修道院,,都外,海外（ルクセンブルク）
1389,kaijyo,武蔵野スイングホール,,都内-市,武蔵野市
1392,kaijyo,"カトリック東京カテドラル関口教会 - 聖マリア大聖堂",,都内-区,文京区
1394,kaijyo,近江楽堂★削除★使用しないこと,,都内-区,
1395,kaijyo,"渋谷区文化総合センター大和田 - 伝承ホール",,都内-区,渋谷区
1396,kaijyo,"東京オペラシティ - 3F 近江楽堂",,都内-区,新宿区
1398,kaijyo,"北京Beijing Penghao Theatre",,都外,海外（中国）
1399,kaijyo,"香港Coming Society",,都外,海外（中国）
1400,kaijyo,バンコク（タイ王国）,,都外,海外（タイ）
1402,kaijyo,"Théâtre de Gennevilliers",,都外,海外（フランス）
1404,kaijyo,ニューデリー日本文化センター（ニューデリー）,,都外,海外（インド）
1405,kaijyo,Shoonya（バンガロール）,,都外,海外（インド）
1406,kaijyo,"Sahyande Theatre（ケーララ）",,都外,海外（インド）
1408,kaijyo,国立台北藝術大学（台北）,,都外,海外（台湾）
1410,kaijyo,シアター風姿花伝,,都内-区,新宿区
1426,kaijyo,"東京都美術館 - 佐藤慶太郎記念アートラウンジ",,都内-区,台東区
1432,kaijyo,"国立国会図書館 ‐ 国際子ども図書館 レンガ棟 3 階ホール",,都内-区,台東区
1433,kaijyo,"江東区深川江戸資料館 - 小劇場",,都内-区,江東区
1436,kaijyo,"gift_lab GARAGE",,都内-区,江東区
1438,kaijyo,"清澄庭園 - 清澄庭園大正記念館",,都内-区,江東区
1440,kaijyo,"東京芸術劇場 - プレイハウス",,都内-区,豊島区
1441,kaijyo,"東京芸術劇場 - シアターイースト",,都内-区,豊島区
1442,kaijyo,"東京芸術劇場 - コンサートホール",,都内-区,豊島区
1443,kaijyo,"東京芸術劇場 - ギャラリー 1",,都内-区,豊島区
1444,kaijyo,"東京芸術劇場 - シアターウエスト",,都内-区,豊島区
1445,kaijyo,ＭＯＴスポット各所,,都内-区,江東区
1446,kaijyo,"東京芸術劇場 - ギャラリー 2",,都内-区,豊島区
1447,kaijyo,"東京芸術劇場 - アトリエイースト",,都内-区,豊島区
1448,kaijyo,"東京芸術劇場 - アトリエウエスト",,都内-区,豊島区
1450,kaijyo,"江東区立深川図書館 - 3Fホール",,都内-区,江東区
1457,kaijyo,"旧岩崎邸庭園 ‐ 洋館内",,都内-区,台東区
1458,kaijyo,"東京国立博物館 - 法隆寺宝物館",,都内-区,台東区
1461,kaijyo,三好地区集会所（江東区）,,都内-区,江東区
1464,kaijyo,アートト,,都内-区,江東区
1466,kaijyo,NICA（東京都中央区）★削除★使用しないこと,,都内-区,
1467,kaijyo,"NICA (Nihonbashi Institute of Contemporary Arts)",,都内-区,中央区
1471,kaijyo,プーク人形劇場,,都内-区,渋谷区
1472,kaijyo,大島町総合開発センター,,都外,宮城県
1473,kaijyo,桐朋芸術短期大学,,都内-市,調布市
1476,kaijyo,こまばアゴラ劇場,,都内-区,目黒区
1480,kaijyo,吉祥寺シアター,,都内-市,武蔵野市
1481,kaijyo,"国立新美術館 - 企画展示室 2F",,都内-区,港区
1483,kaijyo,シアタートラム,,都内-区,世田谷区
1490,kaijyo,"東京都庭園美術館 - 本館（旧朝香宮邸）",,都内-区,港区
1491,kaijyo,"東京都庭園美術館 - 新館",,都内-区,港区
1492,kaijyo,"東京都庭園美術館 - 新館 ギャラリー1",,都内-区,港区
1493,kaijyo,"東京都庭園美術館 - 新館 ギャラリー2",,都内-区,港区
1494,kaijyo,"東京都庭園美術館 - 庭園",,都内-区,港区
1495,kaijyo,"東京都現代美術館 - 1F 企画展示室",,都内-区,江東区
1496,kaijyo,"東京都現代美術館 - 1F 常設展示室",,都内-区,江東区
1497,kaijyo,"東京都現代美術館 - 3F 企画展示室",,都内-区,江東区
1498,kaijyo,"東京都現代美術館 - 3F 常設展示室",,都内-区,江東区
1499,kaijyo,"東京都現代美術館 - B2F 企画展示室",,都内-区,江東区
1501,kaijyo,"東京都江戸東京博物館 - 1F 特別展示室",,都内-区,墨田区
1502,kaijyo,"東京都江戸東京博物館 - 5F 常設展示室",,都内-区,墨田区
1503,kaijyo,"東京都江戸東京博物館 - 6F 常設展示室",,都内-区,墨田区
1504,kaijyo,"東京都江戸東京博物館 - 7F 図書室",,都内-区,墨田区
1505,kaijyo,"東京都江戸東京博物館 - 7F 映像ライブラリー",,都内-区,墨田区
1506,kaijyo,"東京都江戸東京博物館 - 1F 小ホール（旧 映像ホール）",,都内-区,墨田区
1507,kaijyo,"東京都江戸東京博物館 - 1F 貸出施設 大ホール",,都内-区,墨田区
1508,kaijyo,"東京都江戸東京博物館 - 1F 貸出施設 小ホール",,都内-区,墨田区
1509,kaijyo,"東京都江戸東京博物館 - 1F 貸出施設 会議室",,都内-区,墨田区
1510,kaijyo,"東京都江戸東京博物館 - 1F 貸出施設 学習室1",,都内-区,墨田区
1511,kaijyo,"東京都江戸東京博物館 - 1F 貸出施設 学習室2",,都内-区,墨田区
1512,kaijyo,"東京都写真美術館 - 1F ホール",,都内-区,目黒区
1513,kaijyo,"東京都写真美術館 - 1F スタジオ",,都内-区,目黒区
1514,kaijyo,"東京都写真美術館 - 2F 展示室",,都内-区,目黒区
1515,kaijyo,"東京都写真美術館 - 3F 展示室",,都内-区,目黒区
1516,kaijyo,"東京都写真美術館 - 4F 図書室",,都内-区,目黒区
1517,kaijyo,"東京都写真美術館 - B1F 展示室",,都内-区,目黒区
1518,kaijyo,"クラフト工房La Mano",,都内-市,町田市
1519,kaijyo,"東京オペラシティ - コンサートホール",,都内-区,新宿区
1520,kaijyo,"東京オペラシティ - アートギャラリー",,都内-区,新宿区
1521,kaijyo,"東京都美術館 – 美術情報室",,都内-区,台東区
1522,kaijyo,"東京都美術館 – LBF 企画展示室",,都内-区,台東区
1523,kaijyo,"東京都美術館 – LBF 第1公募展示室",,都内-区,台東区
1524,kaijyo,"東京都美術館 – LBF 第2公募展示室",,都内-区,台東区
1525,kaijyo,"東京都美術館 – LBF 第3公募展示室",,都内-区,台東区
1526,kaijyo,"東京都美術館 – LBF 第4公募展示室",,都内-区,台東区
1527,kaijyo,"東京都美術館 – 1F 企画展示室",,都内-区,台東区
1528,kaijyo,"東京都美術館 – 1F 第1公募展示室",,都内-区,台東区
1529,kaijyo,"東京都美術館 – 1F 第2公募展示室",,都内-区,台東区
1530,kaijyo,"東京都美術館 – 1F 第3公募展示室",,都内-区,台東区
1531,kaijyo,"東京都美術館 – 1F 第4公募展示室",,都内-区,台東区
1532,kaijyo,"東京都美術館 – 2F 企画展示室",,都内-区,台東区
1533,kaijyo,"東京都美術館 – 2F 第1公募展示室",,都内-区,台東区
1534,kaijyo,"東京都美術館 – 2F 第2公募展示室",,都内-区,台東区
1535,kaijyo,"東京都美術館 – 2F 第3公募展示室",,都内-区,台東区
1536,kaijyo,"東京都美術館 – 2F 第4公募展示室",,都内-区,台東区
1537,kaijyo,"東京都美術館 – B3F ギャラリーA",,都内-区,台東区
1538,kaijyo,"東京都美術館 – B3F ギャラリーB",,都内-区,台東区
1539,kaijyo,"東京都美術館 – B2F ギャラリーC",,都内-区,台東区
1542,kaijyo,"社会福祉法人きょうされん リサイクル洗びんセンター",,都内-市,昭島市
1544,kaijyo,シューレ大学,,都内-区,新宿区
1546,kaijyo,板橋区立小茂根福祉園,,都内-区,板橋区
1548,kaijyo,大田区立障がい者総合サポートセンター,,都内-区,大田区
1550,kaijyo,社会福祉法人旭川荘,,都外,岡山県
1552,kaijyo,子ども食堂（大田区）,,都内-区,大田区
1554,kaijyo,"東京都庭園美術館 - 本館（旧朝香宮邸）大広間",,都内-区,港区
1557,kaijyo,しょうぶ学園（鹿児島県）,,都外,鹿児島県
1559,kaijyo,アプローズ南青山,,都内-区,港区
1561,kaijyo,ハーモニー（世田谷区）,,都内-区,世田谷区
1566,kaijyo,"東京藝術大学 - 美術学部中央棟2階 第3講義室",,都内-区,台東区
1570,kaijyo,"東京都美術館 - 講堂",,都内-区,台東区
1571,kaijyo,"東京都江戸東京博物館 - 5F 常設展示室内 5F企画展示室",,都内-区,墨田区
1574,kaijyo,"東京都美術館 - 交流棟 2F アートスタディルーム",,都内-区,台東区
1575,kaijyo,"アーツ千代田3331 - 3F アーツカウンシル東京ROOM302",,都内-区,千代田区
1643,kaijyo,瀋陽故宮博物院,,都外,海外（中国）
1648,kaijyo,"東京都江戸東京博物館 - 5F 常設展示室 中村座前",,都内-区,
1686,kaijyo,ザ・パペット・シアター・ピノキオ（セルビア/ベオグラード）,,都外,海外（セルビア）
1687,kaijyo,ザ・パペット・シアター・ニシュ（セルビア/ニシュ）,,都外,海外（セルビア）
1688,kaijyo,ユースシアター・ノヴィ・サド（セルビア/ノヴィ・サド）,,都外,海外（セルビア）
1689,kaijyo,チルドレンシアターブランコミハイジェヴィック　イン　オシエク（クロアチア/オシエク）,,都外,海外（クロアチア）
1690,kaijyo,カザリステ　ヴィロヴィティツァ（クロアチア/ヴィロヴィティツァ）,,都外,海外（クロアチア）
1691,kaijyo,シアターカンパニーピンクレック（クロアチア/チャコベツ）★重複,,都外,海外（クロアチア）
1692,kaijyo,シアターカンパニーピンクレック（クロアチア/チャコベツ）,,都外,海外（クロアチア）
1693,kaijyo,浅草九劇,,都内-区,台東区
1694,kaijyo,"ゴングシアター（Gong Theater）",,都外,"海外（ルーマニア ）"
1695,kaijyo,"ジャカルタ藝術大学（Jakarta Institute of the Arts）",,都外,海外（インドネシア）
1696,kaijyo,"バンコク・アート＆カルチャー・センター（Bangkok Art & Culture Center ）(BACC)",,都外,海外（タイ）
1698,kaijyo,世田谷パブリックシアター,,都内-区,世田谷区
1700,kaijyo,d-倉庫,,都内-区,荒川区
1704,kaijyo,セッションハウス（新宿区）,,都内-区,新宿区
1706,kaijyo,"東京芸術センター - ホワイトスタジオ",,都内-区,足立区
1710,kaijyo,国立奥多摩美術館,,都内-市,青梅市
1712,kaijyo,東京大学,,都内-区,文京区
1713,kaijyo,森美術館,,都内-区,港区
1716,kaijyo,東京ステーションギャラリー,,都内-区,千代田区
1718,kaijyo,"ギャラクシティ - まるちたいけんドーム",,都内-区,足立区
1720,kaijyo,スパイラルガーデン★重複,,都内-区,
1721,kaijyo,"スパイラル（港区） - スパイラルガーデン",,都内-区,港区
1723,kaijyo,ギャラリーαＭ,,都内-区,千代田区
1725,kaijyo,"ハート・ギャラリー（H’art Gallery）",,都外,"海外（ルーマニア ）"
1728,kaijyo,"東京工業大学 - 西9号館ディジタル多目的ホール",,都内-区,目黒区
1729,kaijyo,Dynastiegebouw,,都外,海外（ベルギー）
1730,kaijyo,アスクナ・セントロア,,都外,海外（スペイン）
1731,kaijyo,"Palco da Sala Principal★場所不明",,都内-区,
1733,kaijyo,"フリーマントル・アーツ・センター（Fremantle Arts Centre）",,都外,海外（オーストラリア）
